backend,batch_size,sequence_length,step_ms_median,step_ms_mean,step_ms_std,step_ms_cv,n,tokens_per_s_median,tokens_per_s_mean,tokens_per_s_std,tokens_per_s_cv,loss_first,loss_last,memory_mb,speedup_vs_cpu
cuda,8,128,8.438157999989926,8.467648950045259,0.08519749619572889,0.010061529085387216,20,121353.50299725065,120942.20218984151,1187.5267520398595,0.009818960879973172,8.33617877960205,8.193924903869629,196.68017578125,
cuda,8,256,15.172562500083586,15.142384800083164,0.09508502879049945,0.006279395884192378,20,134980.49553948332,135254.58506398054,852.1396165394189,0.00630026417319845,8.324804306030273,8.088589668273926,327.32177734375,
cuda,8,512,28.966996500003006,28.965367150067323,0.16611332754039748,0.005734894596011064,20,141402.31407750762,141414.6702310034,810.156132192671,0.005728939797188413,8.294733047485352,7.905445098876953,587.35498046875,
cuda,16,128,14.256359999762935,14.30002809997859,0.09648398577043348,0.006747118613744397,20,143655.18411912076,143222.6255530024,955.3986077878498,0.006670724015140229,8.317476272583008,8.084990501403809,326.94580078125,
cuda,16,256,27.358313500371878,27.37854670017441,2.384933585737116,0.0871095756781686,20,149716.84352995036,150485.801303145,10712.375586579197,0.07118529119567721,8.300795555114746,7.935308933258057,586.60302734375,
cuda,16,512,59.23029349969511,59.29560625004342,2.636987292042769,0.04447188348025092,20,138308.84204974983,138409.9360702894,6044.698440677753,0.04367243141856553,8.275205612182617,7.752979278564453,1107.91748046875,
cuda,32,128,24.950951000391797,26.74420294997617,3.543503038304817,0.13249611681951337,20,164162.0794595035,155301.70017890542,17193.319660116216,0.11070915283161581,8.302081108093262,7.985576629638672,586.22705078125,
cuda,32,256,52.97715250026158,52.86997025009441,2.7562547789620107,0.05213270909599365,20,154633.37329468358,155312.23274003676,7429.163954664318,0.047833733528892926,8.280315399169922,7.773318290710449,1107.16552734375,
cuda,32,512,113.81227599986232,114.98238214999219,3.256624735713017,0.028322814981036105,20,143957.52375458696,142597.03138864913,3928.079274647898,0.027546711431473577,8.247682571411133,7.602056503295898,2149.04248046875,
