backend,workload,precision,latency_ms_median,latency_ms_mean,latency_ms_std,latency_ms_cv,n,throughput_median,throughput_mean,throughput_std,throughput_cv,loss_first,loss_last,memory_mb,speedup_vs_cpu
cuda,matmul_pure_dtype,bf16,5.740642999626289,5.752365466590466,0.02939558078433548,0.0051101726681074015,15,23941.38661487,23893.1747173966,120.99794289378913,0.005064121629918465,,,104.125,
cuda,matmul_pure_dtype,fp16,5.727005999688117,5.725059399749928,0.004868228672715225,0.0008503367970169655,15,23998.395231205395,24006.571226815886,20.420860774393258,0.0008506362937653792,,,104.125,
cuda,matmul_pure_dtype,fp32,18.085478999637417,18.07189299985718,0.06551437823297541,0.003625208395904799,15,7599.409088073112,7605.215228686401,27.514023494354067,0.003617783674362413,,,200.125,
cuda,training_autocast,bf16,14.033059499979572,14.200959400113788,0.2949746672499984,0.0207714605005937,10,291882.18385450996,288540.2967421951,5835.31527131662,0.02022357132504912,8.319452285766602,8.163274765014648,447.72802734375,
cuda,training_autocast,fp16,14.473104499757028,14.470202099982998,0.026836819263736066,0.0018546264301151397,10,283007.69888749305,283065.34045208595,525.1434334922012,0.0018552021687059616,8.319435119628906,8.163208961486816,447.7294921875,
cuda,training_autocast,fp32,25.812288500219438,25.830720299927634,0.11039182319428843,0.004273664145347031,10,158684.11455493807,158573.4691161467,673.6463964998618,0.004248165851794863,8.319435119628906,8.163227081298828,585.72802734375,
