backend,batch_size,epoch_s_median,epoch_s_mean,epoch_s_std,epoch_s_cv,n,images_per_s_median,images_per_s_mean,images_per_s_std,images_per_s_cv,final_train_loss,final_val_acc,memory_mb,speedup_vs_cpu
cuda,16,4.270195841005261,4.265034542003377,0.06185070289309926,0.014501805855022847,3,959.206592041396,960.5022847176712,13.955568770236583,0.014529448802236495,0.7590960577945225,0.725,718.00634765625,
cuda,32,3.327143765002802,3.3184866186687336,0.016611704882910545,0.005005807403127215,3,1231.0859672144495,1234.318257923902,6.1964235976100905,0.005020118237602957,0.7465046073775738,0.61,718.13134765625,
cuda,64,2.789621208998142,2.7836289526673377,0.0117905329753045,0.004235669759077099,3,1468.299705633163,1471.4781238721296,6.247660705728621,0.004245840019210193,0.7068413691595197,0.74,719.63134765625,
cuda,128,2.5844760619993394,2.586160310664127,0.0030753536785829137,0.0011891581762745256,3,1584.847335297566,1583.8166883555762,1.882121422220405,0.0011883454922896088,0.6860550753772259,0.72,747.36669921875,
