backend,hidden,iter_ms_median,iter_ms_mean,iter_ms_std,iter_ms_cv,n,env_only_sps_median,env_only_sps_mean,env_only_sps_std,env_only_sps_cv,end2end_sps_median,end2end_sps_mean,end2end_sps_std,end2end_sps_cv,train_sps_median,train_sps_mean,train_sps_std,train_sps_cv,total_runtime_s,env_s,infer_s,gae_s,update_s,policy_loss_last,value_loss_last,return_last,speedup_vs_cpu
cuda,64,108.38220699997692,121.26208909915779,67.30897833892934,0.5550702518731125,30,56875.13954552534,56023.331713001986,3626.370589021634,0.06472964884700029,9448.055123698585,9170.925596990091,1384.1940054509848,0.15093285741030096,340.69540831910865,328.063480500506,56.229549794663114,0.17139838213286404,3.637862672974734,0.018376837832814394,0.03850323656627855,0.004714433299977827,0.05966758140008702,-0.0006504944176413119,69.29952239990234,161.9,
cuda,512,112.44323600112693,113.14212799934467,3.2187663833589215,0.02844887611957913,30,57094.87891297393,56325.20106199775,2843.102937672699,0.05047656970710616,9106.832317966353,9057.299730339711,245.20355194307956,0.027072478469682127,331.6338534801732,329.2840745804831,8.845748081470969,0.0268635769669113,3.39426383998034,0.018230635767546726,0.04155495853168153,0.004731062900039736,0.04862547080007668,-0.005723428912460804,23.276668548583984,168.2,
