backend,hidden,iter_ms_median,iter_ms_mean,iter_ms_std,iter_ms_cv,n,env_only_sps_median,env_only_sps_mean,env_only_sps_std,env_only_sps_cv,end2end_sps_median,end2end_sps_mean,end2end_sps_std,end2end_sps_cv,train_sps_median,train_sps_mean,train_sps_std,train_sps_cv,total_runtime_s,env_s,infer_s,gae_s,update_s,policy_loss_last,value_loss_last,return_last,speedup_vs_cpu
mps,64,204.91606252471684,209.41396380779528,16.215825905605612,0.07743431054334492,30,111123.53731624747,109086.4351853904,6873.647246240485,0.06301101722279996,4997.168659387113,4913.383178549531,317.29741469299483,0.06457819452759707,207.078544369449,203.28987192536488,23.418528366460002,0.11519771321936687,6.282418914233858,0.009427002571707513,0.11793974590473226,0.001719836166012101,0.0803273791653434,-0.0008290664991363883,69.3045654296875,161.9,
mps,512,228.6517859865853,233.83028772150283,20.314864175360597,0.08687866902664064,30,106839.4332958522,105471.05734996524,6306.9466518510935,0.05979788968004664,4478.474852184212,4407.026206860305,333.68897544086167,0.075717492880214,174.16703949399687,166.60915709264776,21.60664864534273,0.1296846405226559,7.014908631645085,0.009744847498222953,0.12413448338896463,0.0017431429342347352,0.09820781390008052,-0.0029599186964333057,29.317710876464844,232.9,
