backend,workload,precision,latency_ms_median,latency_ms_mean,latency_ms_std,latency_ms_cv,n,throughput_median,throughput_mean,throughput_std,throughput_cv,loss_first,loss_last,memory_mb,speedup_vs_cpu
mps,matmul_pure_dtype,bf16,61.67012500372948,62.122605533416696,0.9932101014029332,0.015987901551693134,15,2228.6148027701975,2212.8995379633843,34.663023651853486,0.015664074693492496,,,1024.375,
mps,matmul_pure_dtype,fp16,29.537250004068483,29.79168060119264,0.576181276210205,0.01934034148402957,15,4653.0720853521925,4614.889408812664,86.20910834283029,0.01868064447616102,,,1024.375,
mps,matmul_pure_dtype,fp32,34.25925000192365,34.542269399389625,0.7146138646604788,0.020688098294812857,15,4011.7326988852014,3980.415307521203,80.41655559931695,0.020203056562305362,,,1024.390625,
mps,training_autocast,bf16,95.05491650270415,95.29291649814695,0.7676659273993102,0.008055855100355103,10,43090.93622502346,42985.74571217792,343.1503325799826,0.007982886580068509,8.319355010986328,8.163009643554688,1226.71875,
mps,training_autocast,fp16,85.49570849936572,85.65206679850235,2.498411453014481,0.029169307249666585,10,47914.126391390586,47857.40716368499,1372.8491853460287,0.02868624245878013,8.319427490234375,8.16320514678955,1226.71875,
mps,training_autocast,fp32,68.10391600083676,68.77532479993533,1.4296384732496497,0.02078708428362077,10,60143.388790214565,59578.632213705525,1196.836203548408,0.020088346426876964,8.319435119628906,8.163227081298828,1218.71875,
